Name,Country,Age,Height,Weight,Sex,Date of birth,Place of birth,Sport,Event,Medal_Winner,Gold,Silver,Bronze
Saleh Emara,Egypt,30,186,96,Male,6/1/1982,EL.MENOUFIA (EGY),Wrestling,Men's 96kg Freestyle,Not Won,,,
Saleh Saleh Gomaa,Egypt,19,175,72,Male,8/1/1993,,Football,Men's Football,Not Won,,,
Salim Sdiri,France,33,185,78,Male,10/26/1978,Ajaccio (FRA),Athletics,Men's Long Jump,Not Won,,,
Salima El Ouali Alami,Morocco,28,,53,Female,12/23/1983,KARIA BA MOHAMED (MAR),Athletics,Women's 3000m Steeplechase,Not Won,,,
Salima Hammouche,Algeria,28,158,54,Female,1/17/1984,,Volleyball,Women's Volleyball,Not Won,,,
Saliou Ciss,Senegal,23,173,69,Male,6/15/1989,,Football,Men's Football,Not Won,,,
Sally Conway,Great Britain,25,170,70,Female,2/1/1987,Bristol (GBR),Judo,Women's -70kg,Not Won,,,
Sally Foster,Australia,27,172,62,Female,4/13/1985,Perth (AUS),Swimming,Women's 200m Breaststroke,Not Won,,,
Sally Jepkosgei Kipyego,Kenya,26,,,Female,12/19/1985,Uasin Gishu (KEN),Athletics,"Women's 5000m, Women's 10,000m",Won,,1,
Sally Kehoe,Australia,25,172,75,Female,9/25/1986,,Rowing,Women's Eight,Not Won,,,
Sally Pearson,Australia,25,167,60,Female,9/19/1986,Paddington (AUS),Athletics,Women's 100m Hurdles,Won,1,,
Sally Rutherford,New Zealand,31,165,66,Female,6/5/1981,Hamilton (NZL),Hockey,Women's Hockey,Not Won,,,
Sally Walton,Great Britain,31,180,68,Female,6/10/1981,Southport (GBR),Hockey,Women's Hockey,Not Won,,,
Salma Mahmoud El Said Mohamed,Egypt,20,155,,Female,10/1/1991,GIZA (EGY),Gymnastics - Artistic,Women's Qualification,Not Won,,,
Salma Mahran,Egypt,22,170,60,Female,4/14/1990,,Fencing,Women's Individual Sabre,Not Won,,,
Salomo Ntuve,Sweden,23,183,,Male,11/20/1988,KONDOA (TAN),Boxing,Men's Fly (52kg),Not Won,,,
Sam Bewley,New Zealand,25,191,81,Male,7/22/1987,Rotorua (NZL),"Cycling - Mountain Bike, Cycling - Track","Men's Cross-country, Men's Team Pursuit",Won,,,0.25
Sam Griffiths,Australia,40,172,68,Male,5/27/1972,Melbourne (AUS),Equestrian,"Individual Eventing, Team Eventing, HAPPY TIMES",Not Won,,,
Sam McGregor,Australia,27,192,105,Male,8/12/1984,,Water Polo,Men's Water Polo,Not Won,,,
Sam Oldham,Great Britain,19,168,,Male,2/17/1993,Nottingham (GBR),Gymnastics - Artistic,"Men's Team, Men's Qualification",Won,,,0.2
Sam Townsend,Great Britain,26,199,100,Male,11/26/1985,,Rowing,Men's Double Sculls,Not Won,,,
Sam Willoughby,Australia,20,173,85,Male,8/15/1991,BEDFORD PARK (AUS),Cycling - BMX,Men's BMX,Not Won,,,
Saman Tahmasebi,Azerbaijan,27,180,84,Male,7/26/1985,SANANDAJ (IRI),Wrestling,Men's 84kg Greco-Roman,Not Won,,,
Samantha Albert,Jamaica,41,165,64,Female,5/31/1971,Montreal (CAN),Equestrian,"Individual Eventing, CARRAIG DUBH",Not Won,,,
Samantha Arevalo Salinas,Ecuador,17,168,58,Female,9/30/1994,Cuenca (ECU),Swimming,Women's 800m Freestyle,Not Won,,,
Samantha Charlton,New Zealand,20,174,66,Female,12/7/1991,Wellington (NZL),Hockey,Women's Hockey,Not Won,,,
Samantha Cheverton,Canada,23,160,48,Female,8/11/1988,Montreal (CAN),Swimming,"Women's 200m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay, Women's 4x100m Medley Relay",Not Won,,,
Samantha Hamill,Australia,21,165,52,Female,2/23/1991,FITZROY (AUS),Swimming,Women's 200m Butterfly,Not Won,,,
Samantha Harrison,New Zealand,20,170,60,Female,8/29/1991,Whangarei (NZL),Hockey,Women's Hockey,Not Won,,,
Samantha Henry-Robinson,Jamaica,23,163,58,Female,9/25/1988,Kingston (JAM),Athletics,Women's 4 x 100m Relay,Not Won,,,
Samantha Lucie-Smith,New Zealand,20,175,65,Female,7/26/1992,Wellington (NZL),Swimming,Women's 4x200m Freestyle Relay,Not Won,,,
Samantha Murray,Great Britain,22,174,59,Female,9/25/1989,Preston (GBR),Modern Pentathlon,Women's Modern Pentathlon,Not Won,,,
Samantha Reid,Australia,23,160,,Female,10/28/1988,Brisbane (AUS),Synchronised Swimming,Women's Teams,Not Won,,,
Samantha Richards,Australia,29,170,64,Female,2/24/1983,,Basketball,Women's Basketball,Not Won,,,
Samantha Stosur,Australia,28,172,68,Female,3/30/1984,,Tennis,"Women's Singles, Women's Doubles, Mixed Doubles",Not Won,,,
Samar Hassounah,Egypt,24,164,,Female,12/19/1987,Cairo (EGY),Synchronised Swimming,Women's Teams,Not Won,,,
Samir Barac,Croatia,38,187,89,Male,11/2/1973,Rijeka (CRO),Water Polo,Men's Water Polo,Not Won,,,
Samir Brahimi,Algeria,22,170,,Male,5/17/1990,Alger (ALG),Boxing,Men's Fly (52kg),Not Won,,,
Samorn Kieng,Cambodia,29,170,60,Male,3/4/1983,KANDAL (CAM),Athletics,Men's 800m,Not Won,,,
Samson Mbingui,Gabon,20,180,68,Male,2/9/1992,,Football,Men's Football,Not Won,,,
Samson Ramadhani,United Republic of Tanzania,29,170,51,Male,12/25/1982,Singida (TAN),Athletics,Men's Marathon,Not Won,,,
Samuel Beltz,Australia,31,180,70,Male,8/31/1980,,Rowing,Men's Lightweight Four,Not Won,,,
Samuel Hazewinkel,United States of America,29,163,55,Male,3/4/1983,Edina (USA),Wrestling,Men's 55kg Freestyle,Not Won,,,
Samuel Hernanz,Spain,26,180,75,Male,4/15/1986,Tarbes (FRA),Canoe Slalom,Men's Kayak (K1),Not Won,,,
Samuel Honrubia,France,26,180,75,Male,7/5/1986,,Handball,Men's Handball,Not Won,,,
Samuel Loch,Australia,29,187,92,Male,6/26/1983,,Rowing,Men's Eight,Not Won,,,
Samuel Mikulak,United States of America,19,163,,Male,10/13/1992,Anaheim (USA),Gymnastics - Artistic,"Men's Team, Men's Qualification",Not Won,,,
Samuel Parot,Chile,47,170,80,Male,12/5/1964,TALCA (CHI),Equestrian,"Individual Jumping, Team Jumping, AL CALYPSO",Not Won,,,
Samuel Piasecky,Slovakia,27,173,,Male,10/31/1984,Kosice (SVK),Gymnastics - Artistic,Men's Qualification,Not Won,,,
Samuel Pizzetti,Italy,25,187,68,Male,10/16/1986,CODOGNO (ITA),Swimming,Men's 400m Freestyle,Not Won,,,
Samuel Schultz,United States of America,26,185,70,Male,12/11/1985,Missoula (USA),Cycling - Mountain Bike,Men's Cross-country,Not Won,,,
Samuel Tsegay,Eritrea,24,176,59,Male,2/24/1988,KUDOFELASI (ERI),Athletics,Men's Marathon,Not Won,,,
Samuel Weale,Great Britain,30,187,83,Male,2/9/1982,Yeovil (GBR),Modern Pentathlon,Men's Modern Pentathlon,Not Won,,,
Samuele Papi,Italy,39,190,84,Male,5/20/1973,ANCONA (ITA),Volleyball,Men's Volleyball,Not Won,,,
Samyr Laine,Haiti,28,,,Male,7/17/1984,NEWYORK (USA),Athletics,Men's Triple Jump,Not Won,,,
Sanaa Atabrour,Morocco,23,158,,Female,2/28/1989,Khouribga (MAR),Taekwondo,Women's -49kg,Not Won,,,
Sanah Mollo,South Africa,25,158,58,Female,1/30/1987,,Football,Women's Football,Not Won,,,
Sandeep Kumar,India,23,183,72,Male,8/12/1988,,Rowing,Men's Lightweight Double Sculls,Not Won,,,
Sandeep Singh,India,26,,,Male,2/27/1986,,Hockey,Men's Hockey,Not Won,,,
Sander Baart,Netherlands,24,178,78,Male,4/30/1988,,Hockey,Men's Hockey,Not Won,,,
Sander de Wijn,Netherlands,22,182,75,Male,5/2/1990,,Hockey,Men's Hockey,Not Won,,,
Sandie Clair,France,24,160,59,Female,4/1/1988,TOULON (FRA),Cycling - Track,Women's Team Sprint,Not Won,,,
Sandra Aguilar,Spain,19,167,,Female,8/9/1992,Madrid (ESP),Gymnastics - Rhythmic,Group All-Around,Not Won,,,
Sandra Aleksejeva,Latvia,21,164,62,Female,5/3/1991,Kraslava (LAT),Cycling - BMX,Women's BMX,Not Won,,,
Sandra Arenas,Colombia,18,,,Female,9/17/1993,PEREIRA (COL),Athletics,Women's 20km Race Walk,Not Won,,,
Sandra Auffarth,Germany,25,170,58,Female,12/27/1986,DELMENHORST (GER),Equestrian,"Individual Eventing, Team Eventing, OPGUN LOUVO",Won,0.2,,1
Sandra Lemos,Colombia,23,170,102,Female,1/1/1989,CALI (COL),Athletics,Women's Shot Put,Not Won,,,
Sandra Lopez,Mexico,28,154,47,Female,4/16/1984,TLAXCALA (MEX),Athletics,Women's 5000m,Not Won,,,
Sandra Mandir,Croatia,34,177,67,Female,8/4/1977,,Basketball,Women's Basketball,Not Won,,,
Sandra Perkovic,Croatia,22,183,85,Female,6/21/1990,Zagreb (CRO),Athletics,Women's Discus Throw,Won,1,,
Sandra Raluca Izbasa,Romania,22,167,,Female,6/18/1990,Bucuresti (ROU),Gymnastics - Artistic,"Women's Individual All-Around, Women's Team, Women's Qualification",Won,1,,0.2
Sandra Sassine,Canada,32,170,60,Female,9/28/1979,,Fencing,Women's Individual Sabre,Not Won,,,
Sandra Sepulveda,Colombia,24,168,55,Female,3/3/1988,,Football,Women's Football,Not Won,,,
Sandra Uptagrafft,United States of America,41,155,53,Female,4/12/1971,Singapore (SIN),Shooting,"Women's 10m Air Pistol, Women's 25m Pistol",Not Won,,,
Sandrine Gruda,France,25,193,84,Female,6/25/1987,,Basketball,Women's Basketball,Not Won,,,
Sandrine Soubeyrand,France,38,173,59,Female,8/16/1973,,Football,Women's Football,Not Won,,,
Sandro Raniere Guimaraes Cordeiro,Brazil,23,187,82,Male,3/15/1989,,Football,Men's Football,Not Won,,,
Sandro Sukno,Croatia,22,200,93,Male,6/30/1990,Dubrovnik (CRO),Water Polo,Men's Water Polo,Not Won,,,
Sandro Viana,Brazil,35,,,Male,3/26/1977,Manaus (BRA),Athletics,"Men's 200m, Men's 4 x 100m Relay",Not Won,,,
Sang-Guen Jeon,Republic of Korea,31,183,158,Male,2/28/1981,Gangwon,Weightlifting,Men's +105kg,Not Won,,,
Sangeun Oh,Republic of Korea,35,186,72,Male,4/13/1977,Seoul,Table Tennis,"Men's Singles, Men's Team",Won,,0.5,
Sangjin Jung,Republic of Korea,28,188,103,Male,4/16/1984,Seoul (KOR),Athletics,Men's Javelin Throw,Not Won,,,
Sania Mirza,India,25,,,Female,11/15/1986,,Tennis,"Women's Doubles, Mixed Doubles",Not Won,,,
Sanita Puspure,Ireland,30,181,72,Female,12/21/1981,,Rowing,Women's Single Sculls,Not Won,,,
Sanja Jovanovic,Croatia,25,173,68,Female,9/15/1986,Dubrovnik (CRO),Swimming,Women's 100m Backstroke,Not Won,,,
Sanja Starovic,Serbia,29,194,96,Female,3/25/1983,TREBINJE (BIH),Volleyball,Women's Volleyball,Not Won,,,
Sanjeev Rajput,India,31,,,Male,1/5/1981,JAGADHRI HARYANA (IND),Shooting,Men's 50m Rifle 3 Positions,Not Won,,,
Sanne Keizer,Netherlands,27,180,71,Female,2/6/1985,,Beach Volleyball,Women's Beach Volleyball,Not Won,,,
Santiago Fernandez,Argentina,35,191,93,Male,9/23/1976,,Rowing,Men's Single Sculls,Not Won,,,
Santiago Freixa,Spain,29,181,85,Male,2/13/1983,,Hockey,Men's Hockey,Not Won,,,
Santiago Giraldo,Colombia,24,188,75,Male,11/27/1987,,Tennis,"Men's Singles, Men's Doubles",Not Won,,,
Santiago Grillo,Colombia,25,183,73,Male,5/27/1987,CALI,Sailing,Men's RS-X,Not Won,,,
Santiago Montelli,Argentina,24,165,71,Male,5/3/1988,,Hockey,Men's Hockey,Not Won,,,
Sanya Richards-Ross,United States of America,27,173,62,Female,2/26/1985,Kingston (JAM),Athletics,"Women's 200m, Women's 400m, Women's 4 x 400m Relay",Won,1,,
Saori Ariyoshi,Japan,24,158,53,Female,11/1/1987,,Football,Women's Football,Not Won,,,
Saori Kimura,Japan,25,185,65,Female,8/19/1986,YASHIO (JPN),Volleyball,Women's Volleyball,Not Won,,,
Saori Sakoda,Japan,24,175,64,Female,12/18/1987,KAGOSHIMA (JPN),Volleyball,Women's Volleyball,Not Won,,,
Saori Yoshida,Japan,29,157,55,Female,10/5/1982,TSU (JPN),Wrestling,Women's 55kg Freestyle,Won,1,,
Sara Aerts,Belgium,28,182,64,Female,1/25/1984,Turnhout (BEL),Athletics,Women's Heptathlon,Not Won,,,
Sara Alflaij,Bahrain,17,170,72,Female,8/3/1995,USA (USA),Swimming,Women's 50m Freestyle,Not Won,,,
Sara Algotsson Ostholt,Sweden,37,162,55,Female,12/8/1974,KRISTVALLA (SWE),Equestrian,"Individual Eventing, Team Eventing, WEGA",Won,,1,
Sara Bertolasi,Italy,24,178,68,Female,4/29/1988,,Rowing,Women's Pair,Not Won,,,
Sara Carmo,Portugal,25,176,65,Female,10/12/1986,CASCAIS (POR),Sailing,Women's Laser Radial,Not Won,,,
Sara El Bekri,Morocco,25,172,64,Female,7/2/1987,Casablanca (MAR),Swimming,"Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 400m Individual Medley",Not Won,,,
Sara Errani,Italy,25,164,58,Female,4/29/1987,,Tennis,"Women's Singles, Women's Doubles, Mixed Doubles",Not Won,,,
Sara Goller,Germany,28,180,69,Female,5/21/1984,,Beach Volleyball,Women's Beach Volleyball,Not Won,,,
Sara Hendershot,United States of America,24,180,75,Female,4/27/1988,,Rowing,Women's Pair,Not Won,,,
Sara Isakovic,Slovenia,24,173,61,Female,6/9/1988,Kranj (SLO),Swimming,"Women's 200m Freestyle, Women's 100m Butterfly, Women's 4x200m Freestyle Relay",Not Won,,,
Sara Joo,Hungary,17,170,58,Female,5/25/1995,Budapest (HUN),Swimming,Women's 4x200m Freestyle Relay,Not Won,,,
Sara Kvaerno,Norway,30,,,Female,7/28/1982,Namsos,Badminton,Women's Singles,Not Won,,,
Sara Mohamed Baraka,Egypt,20,164,56,Female,8/17/1991,,Rowing,Women's Lightweight Double Sculls,Not Won,,,
Sara Moreira,Portugal,26,168,49,Female,10/17/1985,RORIZ (POR),Athletics,"Women's 5000m, Women's 10,000m",Not Won,,,
Sara Nordenstam,Norway,29,,,Female,2/28/1983,LYCKSELE (SWE),Swimming,"Women's 200m Breaststroke, Women's 400m Individual Medley",Not Won,,,
Sara Oliveira,Portugal,26,166,54,Female,12/7/1985,PORTO (POR),Swimming,"Women's 100m Butterfly, Women's 200m Butterfly",Not Won,,,
Sara Petersen,Denmark,25,171,58,Female,4/9/1987,NYKOBING F (DEN),Athletics,Women's 400m Hurdles,Not Won,,,
Sara Ramirez,Spain,24,163,50,Female,9/4/1987,RIPOLLET (ESP),Table Tennis,"Women's Singles, Women's Team",Not Won,,,
Sara Thunebro,Sweden,33,165,60,Female,4/26/1979,,Football,Women's Football,Not Won,,,
Sara Winther,New Zealand,30,164,67,Female,10/31/1981,New Plymouth (NZL),Sailing,Women's Laser Radial,Not Won,,,
Sarah Attar,Saudi Arabia,19,,,Female,8/27/1992,KSA (KSA),Athletics,Women's 800m,Not Won,,,
Sarah Barrow,Great Britain,23,163,52,Female,10/22/1988,Plymouth (GBR),Diving,Women's Synchronised 10m Platform,Not Won,,,
Sarah Blake Bateman,Iceland,22,,,Female,6/15/1990,Orlando (USA),Swimming,"Women's 50m Freestyle, Women's 100m Butterfly, Women's 4x100m Medley Relay",Not Won,,,
Sarah Bombell,Australia,29,167,,Female,4/12/1983,Sydney (AUS),Synchronised Swimming,"Women's Duets, Women's Teams",Not Won,,,
Sarah Bouhaddi,France,25,175,69,Female,10/17/1986,,Football,Women's Football,Not Won,,,
Sarah Clark,Great Britain,34,173,57,Female,1/3/1978,SOUTH SHIELDS (GBR),Judo,Women's -57kg,Not Won,,,
Sarah Cook,Australia,27,189,76,Female,2/4/1985,,Rowing,Women's Eight,Not Won,,,
Sarah Cowley,New Zealand,28,176,67,Female,2/3/1984,Rotorua (NZL),Athletics,Women's Heptathlon,Not Won,,,
Sarah Gray,New Zealand,21,173,68,Female,10/29/1990,,Rowing,Women's Quadruple Sculls,Not Won,,,
Sarah Gregorius,New Zealand,24,156,56,Female,8/6/1987,,Football,Women's Football,Not Won,,,
Sarah Groff,United States of America,30,170,60,Female,11/27/1981,Hanover (USA),Triathlon,Women's Triathlon,Not Won,,,
Sarah Guyot,France,21,176,68,Female,4/16/1991,,Canoe Sprint,Women's Kayak Four (K4) 500m,Not Won,,,
Sarah Hammer,United States of America,28,170,61,Female,8/18/1983,Temecula (USA),Cycling - Track,"Women's Omnium, Women's Team Pursuit",Won,,1.33,
Sarah Hanffou,Cameroon,25,163,65,Female,10/8/1986,ROUBAIX (FRA),Table Tennis,Women's Singles,Not Won,,,
Sarah Hargreaves,Great Britain,23,185,84,Female,5/17/1989,,Handball,Women's Handball,Not Won,,,
Sarah Labrousse,France,24,175,,Female,4/15/1988,RILLEUX LA PAPE (FRA),Synchronised Swimming,Women's Duets,Not Won,,,
Sarah Lihan,United States of America,23,185,73,Female,8/15/1988,Fort Lauderdale (USA),Sailing,Women's 470,Not Won,,,
Sarah McLaughlin,New Zealand,21,165,68,Female,6/3/1991,,Football,Women's Football,Not Won,,,
Sarah Menezes,Brazil,22,154,48,Female,3/26/1990,BELA VISTA (BRA),Judo,Women's -48kg,Won,1,,
Sarah Poewe,Germany,29,175,71,Female,3/3/1983,KAPSTADT (RSA),Swimming,"Women's 100m Breaststroke, Women's 4x100m Medley Relay",Not Won,,,
Sarah Scherer,United States of America,21,170,63,Female,2/12/1991,Salt Lake City (USA),Shooting,Women's 10m Air Rifle,Not Won,,,
Sarah Sjostrom,Sweden,18,186,70,Female,8/17/1993,Salem (SWE),Swimming,"Women's 50m Freestyle, Women's 100m Freestyle, Women's 200m Freestyle, Women's 100m Butterfly, Women's 4x100m Freestyle Relay, Women's 4x100m Medley Relay",Not Won,,,
Sarah Stevenson,Great Britain,29,178,,Female,3/30/1983,Doncaster (GBR),Taekwondo,Women's -67kg,Not Won,,,
Sarah Steyaert,France,25,176,69,Female,11/27/1986,Bordeaux (FRA),Sailing,Women's Laser Radial,Not Won,,,
Sarah Tait,Australia,29,180,70,Female,1/23/1983,,Rowing,Women's Pair,Won,,0.5,
Sarah Thomas,Great Britain,31,163,59,Female,1/13/1981,ABERDARE (GBR),Hockey,Women's Hockey,Not Won,,,
Sarah Walker,New Zealand,24,176,76,Female,7/10/1988,WHAKATANE (NZL),Cycling - BMX,Women's BMX,Not Won,,,
Sarah Zelenka,United States of America,25,183,77,Female,6/8/1987,,Rowing,Women's Pair,Not Won,,,
Sarah-Lynn Wells,Canada,22,167,56,Female,11/10/1989,Markham (CAN),Athletics,Women's 400m Hurdles,Not Won,,,
Saralee Thoungthongkam,Thailand,33,163,50,Female,6/13/1979,BANGKOK,Badminton,Mixed Doubles,Not Won,,,
Sardar Hasanov,Azerbaijan,27,160,69,Male,5/12/1985,Baku,Weightlifting,Men's 69kg,Not Won,,,
Sardar Singh,India,26,,,Male,7/15/1986,,Hockey,Men's Hockey,Not Won,,,
Sari Multala,Finland,34,176,69,Female,7/5/1978,Helsinki (FIN),Sailing,Women's Laser Radial,Not Won,,,
Sarolta Kovacs,Hungary,21,167,59,Female,3/12/1991,TAPOLCA (HUN),Modern Pentathlon,Women's Modern Pentathlon,Not Won,,,
Sarra Belhocine,Algeria,17,176,58,Female,9/18/1994,,Volleyball,Women's Volleyball,Not Won,,,
Sarra Besbes,Tunisia,23,175,62,Female,2/5/1989,,Fencing,Women's Individual Epee,Not Won,,,
Sarra Lajnef,Tunisia,22,179,65,Female,9/5/1989,Tunis (TUN),Swimming,Women's 200m Breaststroke,Not Won,,,
Saruba Colley,Gambia,23,145,56,Female,2/5/1989,SIBANOR (GAM),Athletics,Women's 100m,Not Won,,,
Sarunas Jasikevicius,Lithuania,36,192,92,Male,3/5/1976,,Basketball,Men's Basketball,Not Won,,,
Sarvanjit Singh,India,24,,,Male,7/3/1988,,Hockey,Men's Hockey,Not Won,,,
Sasa Golob,Slovenia,20,160,,Female,8/17/1991,Ljubljana (SLO),Gymnastics - Artistic,Women's Qualification,Not Won,,,
Sasa Starovic,Serbia,23,207,89,Male,10/19/1988,TREBINJE (BIH),Volleyball,Men's Volleyball,Not Won,,,
Sascha Heyer,Switzerland,40,203,104,Male,7/21/1972,,Beach Volleyball,Men's Beach Volleyball,Not Won,,,
Sascha Klein,Germany,26,172,71,Male,9/12/1985,ESCHWEILER (GER),Diving,"Men's 10m Platform, Men's Synchronised 10m Platform",Not Won,,,
Sasha Kaun,Russian Federation,27,211,114,Male,5/8/1985,,Basketball,Men's Basketball,Not Won,,,
Sasha Mehmedovic,Canada,27,173,66,Male,3/18/1985,Pancevo (SRB),Judo,Men's -66kg,Not Won,,,
Saskia Clark,Great Britain,32,176,68,Female,8/23/1979,COLCHESTER (GBR),Sailing,Women's 470,Won,,0.5,
Saskia de Jonge,Netherlands,25,176,66,Female,11/22/1986,IJSSELHAM (NED),Swimming,Women's 4x100m Freestyle Relay,Not Won,,,
Saskia Loretta Van Erven Garcia,Colombia,24,170,64,Female,8/29/1987,,Fencing,Women's Individual Foil,Not Won,,,
Saso Taljat,Slovenia,22,173,70,Male,9/22/1989,SEMPETER PRI GORICI (SLO),Canoe Slalom,Men's Canoe Double (C2),Not Won,,,
Satoko Suetsuna,Japan,31,168,59,Female,1/30/1981,OITA,Badminton,Women's Doubles,Not Won,,,
Satomi Kubokura,Japan,30,161,52,Female,4/27/1982,ASAHIKAWA (JPN),Athletics,Women's 400m Hurdles,Not Won,,,
Satomi Suzuki,Japan,21,168,62,Female,1/29/1991,Fukuoka (JPN),Swimming,"Women's 100m Breaststroke, Women's 200m Breaststroke, Women's 4x100m Medley Relay",Won,,1,1.25
Satoshi Shimizu,Japan,26,179,,Male,3/13/1986,SOSHA (JPN),Boxing,Men's Bantam (56kg),Won,,,1
Satu Makela-Nummela,Finland,41,169,63,Female,10/26/1970,ORIMATTILA (FIN),Shooting,Women's Trap,Not Won,,,
Sau Wah So,"Hong Kong, China",26,179,74,Male,8/26/1985,,Rowing,Men's Single Sculls,Not Won,,,
Saul Craviotto Rivero,Spain,27,192,93,Male,11/3/1984,,Canoe Sprint,Men's Kayak Single (K1) 200m,Not Won,,,
Saulius Ritter,Lithuania,23,202,105,Male,8/23/1988,,Rowing,Men's Double Sculls,Not Won,,,
Savanah Leaf,Great Britain,18,183,73,Female,11/24/1993,London (GBR),Volleyball,Women's Volleyball,Not Won,,,
Savannah King,Canada,20,178,70,Female,6/4/1992,Scarborough (CAN),Swimming,"Women's 400m Freestyle, Women's 800m Freestyle",Not Won,,,
Savannah Marshall,Great Britain,21,181,,Female,5/19/1991,,Boxing,Women's Middle (75kg),Not Won,,,
Savannah Vinsant,United States of America,19,160,,Female,6/25/1993,Lafayette (USA),Trampoline,Women's Trampoline,Not Won,,,
Savva Lika,Greece,42,168,73,Female,6/27/1970,KORITSA (ALB),Athletics,Women's Javelin Throw,Not Won,,,
Sawarn Singh,India,22,,80,Male,2/20/1990,,Rowing,Men's Single Sculls,Not Won,,,
Sayaka Hirano,Japan,27,158,54,Female,3/24/1985,KANUMA (JPN),Table Tennis,Women's Team,Won,,0.5,
Sayaka Sato,Japan,21,171,70,Female,3/29/1991,SENDAI,Badminton,Women's Singles,Not Won,,,
Sayed Abdelmonem Sayed Hamed,Egypt,23,170,60,Male,9/25/1988,Cairo (EGY),Wrestling,Men's 60kg Greco-Roman,Not Won,,,
Saylom Ardee,Thailand,26,176,,Male,7/7/1986,KHON KAEN (THA),Boxing,Men's Light (60kg),Not Won,,,
Saziye Ivegin,Turkey,30,180,68,Female,2/8/1982,,Basketball,Women's Basketball,Not Won,,,
Schillonie Calvert,Jamaica,24,135,54,Female,7/27/1988,St James (JAM),Athletics,Women's 4 x 100m Relay,Not Won,,,
Scott Basalaj,New Zealand,18,184,85,Male,4/19/1994,,Football,Men's Football,Not Won,,,
Scott Brash,Great Britain,26,171,64,Male,11/23/1985,Edinburgh (GBR),Equestrian,"Individual Jumping, Team Jumping, HELLO SANCTOS",Won,0.25,,
Scott Brennan,Australia,29,193,93,Male,1/9/1983,,Rowing,Men's Double Sculls,Not Won,,,
Scott Dickens,Canada,27,195,83,Male,8/4/1984,Burlington (CAN),Swimming,"Men's 100m Breaststroke, Men's 200m Breaststroke, Men's 4x100m Medley Relay",Not Won,,,
Scott Evans,Ireland,24,180,75,Male,9/26/1987,Dublin,Badminton,Men's Singles,Not Won,,,
Scott Flanigan,Ireland,19,185,70,Male,12/22/1992,Dublin (IRL),Sailing,Men's 470,Not Won,,,
Scott Frandsen,Canada,32,188,86,Male,7/21/1980,,Rowing,Men's Pair,Not Won,,,
Scott Gault,United States of America,29,196,95,Male,1/31/1983,,Rowing,Men's Four,Won,,,0.25
Scott Martin,Australia,29,190,135,Male,10/12/1982,Wodonga (AUS),Athletics,Men's Discus Throw,Not Won,,,
Scott Overall,Great Britain,29,181,62,Male,2/9/1983,HAMMERSMITH (GBR),Athletics,Men's Marathon,Not Won,,,
Scott Parsons,United States of America,33,178,73,Male,3/27/1979,Toledo (USA),Canoe Slalom,Men's Kayak (K1),Not Won,,,
Scott Sinclair,Great Britain,23,177,69,Male,3/25/1989,,Football,Men's Football,Not Won,,,
Scott Sunderland,Australia,24,178,92,Male,3/16/1988,BUSSELTON (AUS),Cycling - Track,Men's Team Sprint,Not Won,,,
Scott Weltz,United States of America,25,183,82,Male,3/19/1987,San Jose (USA),Swimming,Men's 200m Breaststroke,Not Won,,,
Sean Furey,United States of America,29,188,86,Male,8/31/1982,Greenville (USA),Athletics,Men's Javelin Throw,Not Won,,,
Sean King,Great Britain,23,193,91,Male,5/3/1989,FARNBOROUGH (GBR),Water Polo,Men's Water Polo,Not Won,,,
